y,pred
86.0,85.0
89.0,85.0
76.0,87.0
80.0,79.0
100.0,80.0
71.0,94.0
69.0,77.0
68.0,72.0
74.0,69.0
84.0,72.0
71.0,80.0
61.0,74.0
90.0,65.0
80.0,82.0
64.0,80.0
80.0,70.0
82.0,77.0
98.0,79.0
55.0,92.0
82.0,66.0
77.0,78.0
75.0,76.0
76.0,75.0
76.0,76.0
77.0,76.0
90.0,77.0
79.0,86.0
90.0,81.0
69.0,87.0
80.0,74.0
70.0,78.0
75.0,72.0
82.0,74.0
60.0,79.0
64.0,66.0
70.0,65.0
53.0,68.0
76.0,57.0
68.0,71.0
48.0,68.0
65.0,55.0
73.0,62.0
54.0,69.0
63.0,59.0
47.0,63.0
53.0,51.0
48.0,53.0
47.0,49.0
52.0,48.0
51.0,51.0
55.0,51.0
47.0,54.0
60.0,50.0
46.0,57.0
40.0,49.0
30.0,43.0
37.0,34.0
56.0,36.0
38.0,50.0
38.0,42.0
34.0,41.0
21.0,36.0
12.0,26.0
18.0,17.0
11.0,18.0
18.0,14.0
13.0,17.0
13.0,15.0
21.0,14.0
17.0,20.0
9.0,18.0
3.0,13.0
11.0,7.0
11.0,10.0
10.0,11.0
10.0,11.0
8.0,11.0
10.0,10.0
6.0,11.0
6.0,9.0
5.0,8.0
6.0,6.0
9.0,7.0
5.0,10.0
8.0,7.0
7.0,9.0
17.0,8.0
15.0,15.0
12.0,16.0
8.0,14.0
15.0,11.0
17.0,14.0
25.0,17.0
25.0,23.0
39.0,25.0
32.0,36.0
39.0,34.0
40.0,39.0
44.0,40.0
56.0,43.0
63.0,53.0
71.0,60.0
81.0,68.0
94.0,78.0
105.0,89.0
77.0,101.0
99.0,85.0
87.0,95.0
97.0,88.0
120.0,95.0
102.0,112.0
100.0,104.0
105.0,102.0
104.0,104.0
106.0,103.0
95.0,105.0
96.0,98.0
106.0,97.0
82.0,103.0
87.0,88.0
81.0,88.0
85.0,83.0
89.0,84.0
87.0,87.0
79.0,87.0
74.0,82.0
69.0,76.0
78.0,71.0
63.0,76.0
75.0,67.0
55.0,73.0
67.0,60.0
78.0,66.0
67.0,74.0
60.0,69.0
74.0,64.0
71.0,71.0
70.0,71.0
65.0,70.0
64.0,67.0
64.0,65.0
72.0,64.0
70.0,70.0
53.0,70.0
64.0,59.0
68.0,63.0
72.0,66.0
79.0,71.0
72.0,77.0
74.0,73.0
57.0,74.0
62.0,63.0
74.0,63.0
61.0,70.0
59.0,64.0
63.0,61.0
49.0,62.0
62.0,53.0
51.0,60.0
58.0,53.0
57.0,57.0
71.0,57.0
75.0,67.0
57.0,73.0
73.0,62.0
70.0,70.0
83.0,70.0
59.0,79.0
63.0,66.0
84.0,64.0
70.0,78.0
87.0,72.0
92.0,83.0
88.0,89.0
97.0,88.0
67.0,95.0
75.0,75.0
84.0,75.0
68.0,81.0
81.0,72.0
54.0,79.0
58.0,61.0
63.0,60.0
47.0,62.0
50.0,51.0
56.0,51.0
45.0,54.0
51.0,48.0
48.0,51.0
42.0,49.0
51.0,45.0
53.0,50.0
59.0,52.0
92.0,57.0
94.0,82.0
93.0,90.0
88.0,93.0
102.0,90.0
82.0,98.0
78.0,87.0
100.0,81.0
72.0,94.0
69.0,78.0
59.0,73.0
50.0,63.0
54.0,54.0
34.0,54.0
28.0,40.0
35.0,32.0
29.0,35.0
26.0,31.0
22.0,28.0
17.0,25.0
17.0,20.0
21.0,18.0
17.0,21.0
10.0,19.0
11.0,13.0
7.0,12.0
21.0,9.0
6.0,18.0
12.0,10.0
9.0,12.0
6.0,11.0
12.0,8.0
8.0,12.0
6.0,10.0
4.0,8.0
9.0,6.0
4.0,9.0
6.0,7.0
12.0,7.0
8.0,12.0
23.0,10.0
20.0,20.0
24.0,21.0
18.0,24.0
30.0,21.0
33.0,28.0
20.0,32.0
40.0,24.0
42.0,37.0
58.0,40.0
54.0,53.0
67.0,54.0
70.0,64.0
85.0,69.0
92.0,80.0
106.0,88.0
103.0,101.0
98.0,102.0
98.0,99.0
113.0,98.0
110.0,108.0
131.0,109.0
120.0,124.0
127.0,121.0
101.0,125.0
106.0,108.0
93.0,106.0
104.0,97.0
90.0,101.0
85.0,93.0
94.0,87.0
83.0,92.0
82.0,85.0
70.0,83.0
65.0,74.0
78.0,68.0
75.0,75.0
73.0,75.0
63.0,74.0
59.0,66.0
73.0,61.0
67.0,69.0
78.0,68.0
66.0,75.0
68.0,69.0
70.0,68.0
66.0,69.0
84.0,67.0
60.0,79.0
73.0,66.0
62.0,72.0
63.0,65.0
67.0,64.0
74.0,66.0
70.0,71.0
81.0,71.0
68.0,78.0
73.0,71.0
78.0,73.0
73.0,76.0
73.0,74.0
69.0,73.0
72.0,70.0
79.0,71.0
70.0,77.0
82.0,72.0
71.0,80.0
67.0,73.0
56.0,69.0
63.0,60.0
70.0,62.0
64.0,67.0
63.0,65.0
89.0,64.0
71.0,81.0
76.0,74.0
86.0,76.0
93.0,83.0
93.0,90.0
96.0,92.0
102.0,95.0
106.0,100.0
164.0,104.0
155.0,146.0
189.0,151.0
175.0,178.0
126.0,175.0
85.0,141.0
84.0,102.0
81.0,88.0
96.0,81.0
72.0,91.0
69.0,77.0
77.0,72.0
62.0,75.0
75.0,66.0
60.0,72.0
75.0,64.0
70.0,72.0
68.0,70.0
47.0,69.0
54.0,54.0
61.0,54.0
62.0,59.0
74.0,61.0
77.0,71.0
96.0,75.0
87.0,90.0
93.0,88.0
80.0,92.0
76.0,83.0
60.0,78.0
56.0,65.0
43.0,59.0
41.0,48.0
44.0,43.0
30.0,44.0
31.0,35.0
27.0,33.0
32.0,29.0
26.0,32.0
14.0,28.0
16.0,19.0
16.0,18.0
15.0,16.0
8.0,16.0
17.0,11.0
13.0,16.0
12.0,14.0
10.0,14.0
10.0,12.0
10.0,11.0
9.0,11.0
11.0,10.0
8.0,12.0
4.0,10.0
8.0,7.0
3.0,8.0
11.0,5.0
9.0,10.0
9.0,10.0
9.0,11.0
7.0,11.0
11.0,9.0
16.0,11.0
17.0,16.0
19.0,18.0
18.0,20.0
31.0,19.0
38.0,28.0
35.0,36.0
26.0,36.0
38.0,30.0
55.0,36.0
58.0,49.0
50.0,56.0
71.0,53.0
87.0,66.0
107.0,80.0
98.0,99.0
111.0,99.0
103.0,108.0
121.0,104.0
112.0,116.0
109.0,113.0
103.0,110.0
131.0,105.0
95.0,123.0
85.0,102.0
93.0,91.0
94.0,92.0
86.0,92.0
81.0,88.0
89.0,83.0
76.0,87.0
88.0,79.0
88.0,85.0
82.0,87.0
81.0,83.0
50.0,82.0
88.0,60.0
86.0,79.0
74.0,83.0
71.0,77.0
89.0,74.0
73.0,84.0
66.0,76.0
67.0,69.0
78.0,68.0
58.0,75.0
67.0,63.0
82.0,67.0
68.0,77.0
61.0,71.0
73.0,65.0
76.0,70.0
69.0,74.0
76.0,71.0
58.0,75.0
80.0,63.0
71.0,75.0
79.0,72.0
59.0,77.0
89.0,65.0
68.0,82.0
66.0,72.0
83.0,69.0
59.0,79.0
64.0,65.0
54.0,65.0
79.0,57.0
84.0,72.0
66.0,80.0
65.0,71.0
56.0,68.0
80.0,59.0
74.0,74.0
85.0,74.0
87.0,82.0
78.0,85.0
100.0,80.0
96.0,94.0
91.0,95.0
82.0,92.0
89.0,85.0
97.0,88.0
106.0,94.0
113.0,102.0
89.0,110.0
82.0,95.0
82.0,87.0
83.0,83.0
82.0,83.0
70.0,82.0
61.0,74.0
68.0,65.0
69.0,67.0
60.0,68.0
67.0,63.0
68.0,66.0
62.0,67.0
47.0,64.0
59.0,53.0
53.0,57.0
45.0,54.0
44.0,48.0
59.0,46.0
63.0,55.0
80.0,60.0
78.0,74.0
74.0,77.0
54.0,76.0
73.0,61.0
69.0,69.0
59.0,68.0
55.0,62.0
54.0,57.0
64.0,55.0
51.0,61.0
33.0,54.0
29.0,40.0
34.0,33.0
23.0,33.0
35.0,26.0
22.0,33.0
23.0,25.0
21.0,25.0
26.0,23.0
16.0,25.0
12.0,19.0
11.0,15.0
11.0,13.0
16.0,12.0
7.0,15.0
12.0,10.0
10.0,12.0
10.0,11.0
13.0,11.0
3.0,13.0
10.0,7.0
5.0,10.0
11.0,7.0
4.0,11.0
11.0,7.0
8.0,10.0
5.0,9.0
12.0,7.0
13.0,12.0
11.0,13.0
22.0,12.0
22.0,20.0
30.0,22.0
32.0,28.0
33.0,32.0
25.0,33.0
32.0,28.0
44.0,31.0
59.0,41.0
58.0,53.0
73.0,57.0
62.0,69.0
97.0,64.0
90.0,88.0
97.0,89.0
118.0,95.0
97.0,111.0
104.0,101.0
85.0,104.0
110.0,90.0
114.0,103.0
96.0,110.0
99.0,100.0
86.0,100.0
85.0,90.0
93.0,86.0
94.0,91.0
83.0,93.0
88.0,86.0
88.0,87.0
85.0,87.0
79.0,86.0
74.0,81.0
96.0,76.0
82.0,90.0
74.0,84.0
71.0,77.0
72.0,73.0
79.0,72.0
79.0,77.0
75.0,78.0
77.0,76.0
71.0,77.0
72.0,73.0
71.0,72.0
96.0,71.0
72.0,88.0
80.0,77.0
69.0,80.0
75.0,72.0
61.0,74.0
84.0,65.0
95.0,78.0
76.0,90.0
67.0,81.0
89.0,72.0
66.0,83.0
73.0,70.0
90.0,73.0
81.0,85.0
80.0,82.0
108.0,81.0
88.0,100.0
74.0,91.0
64.0,80.0
74.0,69.0
60.0,72.0
73.0,63.0
72.0,70.0
59.0,71.0
68.0,63.0
79.0,67.0
75.0,75.0
81.0,75.0
75.0,79.0
94.0,76.0
105.0,89.0
84.0,100.0
91.0,89.0
97.0,91.0
80.0,95.0
85.0,84.0
101.0,85.0
93.0,96.0
85.0,93.0
83.0,88.0
100.0,84.0
71.0,95.0
95.0,78.0
74.0,91.0
78.0,78.0
64.0,78.0
73.0,68.0
85.0,71.0
72.0,81.0
80.0,75.0
72.0,79.0
80.0,74.0
66.0,78.0
73.0,70.0
60.0,72.0
67.0,63.0
61.0,66.0
82.0,62.0
73.0,76.0
90.0,74.0
83.0,86.0
65.0,84.0
90.0,71.0
66.0,84.0
68.0,71.0
70.0,70.0
68.0,70.0
52.0,48.0
56.0,51.0
67.0,54.0
70.0,63.0
76.0,68.0
78.0,74.0
81.0,77.0
96.0,80.0
92.0,91.0
93.0,91.0
79.0,93.0
66.0,83.0
88.0,71.0
97.0,83.0
77.0,92.0
82.0,82.0
89.0,83.0
88.0,86.0
81.0,87.0
95.0,83.0
77.0,91.0
82.0,81.0
65.0,82.0
71.0,70.0
46.0,71.0
54.0,53.0
58.0,54.0
57.0,56.0
70.0,57.0
50.0,67.0
58.0,55.0
69.0,58.0
71.0,65.0
64.0,69.0
73.0,66.0
67.0,71.0
70.0,68.0
62.0,69.0
54.0,64.0
58.0,57.0
73.0,58.0
47.0,68.0
54.0,53.0
63.0,55.0
65.0,60.0
58.0,63.0
38.0,60.0
36.0,45.0
43.0,39.0
40.0,41.0
57.0,40.0
48.0,53.0
34.0,50.0
27.0,39.0
53.0,31.0
59.0,46.0
60.0,54.0
41.0,59.0
46.0,47.0
33.0,47.0
38.0,37.0
41.0,38.0
42.0,40.0
33.0,41.0
36.0,36.0
43.0,37.0
52.0,41.0
30.0,49.0
30.0,36.0
26.0,33.0
16.0,28.0
17.0,20.0
8.0,19.0
6.0,12.0
7.0,8.0
4.0,8.0
8.0,6.0
11.0,8.0
7.0,11.0
10.0,9.0
11.0,10.0
7.0,11.0
3.0,9.0
10.0,6.0
6.0,9.0
7.0,7.0
7.0,8.0
13.0,8.0
14.0,12.0
17.0,14.0
17.0,17.0
21.0,18.0
22.0,21.0
35.0,22.0
26.0,32.0
35.0,28.0
20.0,34.0
27.0,25.0
29.0,27.0
24.0,29.0
34.0,26.0
26.0,33.0
45.0,28.0
30.0,41.0
50.0,34.0
42.0,46.0
58.0,43.0
33.0,54.0
45.0,39.0
61.0,44.0
57.0,56.0
69.0,56.0
66.0,66.0
66.0,66.0
60.0,66.0
75.0,62.0
61.0,71.0
68.0,64.0
73.0,67.0
63.0,71.0
76.0,65.0
67.0,73.0
71.0,69.0
60.0,70.0
74.0,63.0
65.0,71.0
74.0,66.0
72.0,72.0
79.0,72.0
71.0,77.0
52.0,73.0
62.0,58.0
61.0,61.0
69.0,61.0
63.0,66.0
63.0,64.0
73.0,64.0
59.0,70.0
63.0,62.0
56.0,63.0
70.0,58.0
49.0,66.0
62.0,54.0
71.0,60.0
58.0,67.0
58.0,61.0
62.0,60.0
68.0,61.0
68.0,66.0
69.0,67.0
79.0,69.0
78.0,76.0
79.0,77.0
71.0,79.0
69.0,73.0
72.0,70.0
70.0,71.0
73.0,70.0
85.0,72.0
64.0,81.0
58.0,69.0
44.0,62.0
48.0,49.0
55.0,48.0
57.0,53.0
62.0,56.0
61.0,61.0
40.0,61.0
50.0,46.0
58.0,50.0
63.0,55.0
49.0,60.0
47.0,53.0
56.0,49.0
54.0,54.0
64.0,54.0
66.0,61.0
49.0,65.0
57.0,54.0
54.0,57.0
51.0,54.0
69.0,52.0
63.0,64.0
88.0,63.0
71.0,81.0
55.0,74.0
49.0,61.0
55.0,53.0
47.0,53.0
45.0,48.0
36.0,46.0
63.0,39.0
47.0,56.0
41.0,49.0
71.0,44.0
50.0,63.0
40.0,53.0
52.0,45.0
63.0,50.0
49.0,59.0
56.0,52.0
58.0,56.0
55.0,57.0
51.0,56.0
44.0,53.0
44.0,47.0
39.0,45.0
50.0,41.0
46.0,47.0
45.0,46.0
34.0,46.0
48.0,38.0
30.0,45.0
29.0,34.0
16.0,31.0
18.0,21.0
13.0,19.0
7.0,15.0
7.0,10.0
5.0,9.0
2.0,7.0
3.0,4.0
5.0,4.0
6.0,5.0
5.0,6.0
4.0,6.0
6.0,5.0
6.0,6.0
5.0,7.0
7.0,6.0
5.0,7.0
7.0,6.0
6.0,7.0
14.0,7.0
11.0,13.0
9.0,12.0
9.0,11.0
16.0,10.0
12.0,15.0
25.0,13.0
17.0,22.0
16.0,19.0
27.0,18.0
30.0,25.0
31.0,29.0
30.0,31.0
35.0,31.0
27.0,34.0
38.0,30.0
50.0,36.0
53.0,46.0
50.0,51.0
31.0,51.0
43.0,38.0
29.0,42.0
40.0,32.0
60.0,38.0
44.0,53.0
49.0,47.0
61.0,49.0
55.0,57.0
45.0,56.0
46.0,49.0
50.0,47.0
47.0,49.0
69.0,48.0
56.0,63.0
56.0,58.0
60.0,57.0
54.0,59.0
44.0,55.0
55.0,48.0
61.0,53.0
46.0,58.0
55.0,50.0
48.0,54.0
37.0,50.0
49.0,41.0
28.0,47.0
44.0,33.0
50.0,42.0
55.0,47.0
50.0,53.0
55.0,52.0
45.0,54.0
55.0,48.0
56.0,53.0
48.0,55.0
51.0,51.0
55.0,51.0
53.0,54.0
53.0,54.0
47.0,54.0
43.0,49.0
48.0,45.0
53.0,47.0
43.0,51.0
45.0,46.0
38.0,45.0
50.0,40.0
42.0,47.0
38.0,43.0
46.0,40.0
42.0,45.0
48.0,43.0
37.0,47.0
33.0,40.0
42.0,36.0
40.0,40.0
36.0,40.0
33.0,38.0
39.0,35.0
36.0,38.0
28.0,37.0
42.0,31.0
33.0,39.0
27.0,35.0
43.0,30.0
29.0,40.0
30.0,32.0
32.0,31.0
29.0,32.0
34.0,30.0
33.0,33.0
52.0,34.0
25.0,46.0
34.0,32.0
30.0,34.0
33.0,31.0
21.0,32.0
12.0,25.0
8.0,17.0
6.0,11.0
10.0,8.0
10.0,10.0
13.0,11.0
12.0,13.0
12.0,13.0
3.0,13.0
5.0,7.0
12.0,6.0
11.0,11.0
10.0,12.0
4.0,11.0
7.0,7.0
7.0,8.0
3.0,8.0
6.0,6.0
7.0,7.0
7.0,8.0
3.0,8.0
4.0,6.0
4.0,6.0
1.0,5.0
5.0,3.0
2.0,6.0
2.0,4.0
4.0,3.0
4.0,5.0
10.0,5.0
3.0,10.0
4.0,6.0
5.0,5.0
5.0,6.0
12.0,6.0
17.0,11.0
12.0,16.0
13.0,14.0
12.0,15.0
20.0,14.0
22.0,19.0
23.0,22.0
24.0,23.0
36.0,25.0
28.0,33.0
45.0,30.0
35.0,41.0
43.0,37.0
40.0,42.0
48.0,41.0
61.0,46.0
76.0,57.0
54.0,70.0
67.0,60.0
63.0,66.0
58.0,63.0
50.0,60.0
59.0,54.0
60.0,58.0
41.0,59.0
43.0,47.0
27.0,45.0
37.0,33.0
37.0,36.0
55.0,37.0
33.0,50.0
19.0,39.0
40.0,26.0
33.0,36.0
36.0,34.0
29.0,36.0
29.0,32.0
27.0,30.0
26.0,29.0
41.0,27.0
46.0,37.0
40.0,44.0
38.0,42.0
39.0,40.0
43.0,40.0
32.0,42.0
22.0,36.0
37.0,27.0
34.0,34.0
28.0,34.0
29.0,31.0
40.0,31.0
35.0,37.0
45.0,36.0
55.0,43.0
45.0,51.0
56.0,48.0
43.0,55.0
42.0,47.0
49.0,44.0
27.0,48.0
30.0,34.0
36.0,32.0
38.0,35.0
45.0,37.0
42.0,43.0
46.0,43.0
33.0,46.0
43.0,37.0
41.0,42.0
39.0,42.0
56.0,40.0
58.0,52.0
62.0,56.0
62.0,61.0
60.0,62.0
60.0,61.0
62.0,60.0
64.0,62.0
61.0,63.0
51.0,62.0
36.0,54.0
58.0,42.0
44.0,54.0
49.0,46.0
53.0,49.0
54.0,52.0
47.0,53.0
38.0,50.0
50.0,42.0
46.0,48.0
34.0,46.0
40.0,38.0
53.0,40.0
44.0,49.0
47.0,46.0
33.0,47.0
42.0,38.0
44.0,41.0
41.0,43.0
28.0,42.0
16.0,33.0
32.0,22.0
16.0,29.0
23.0,20.0
28.0,23.0
25.0,27.0
24.0,26.0
17.0,25.0
20.0,20.0
19.0,21.0
9.0,20.0
12.0,13.0
11.0,13.0
11.0,12.0
7.0,12.0
10.0,9.0
13.0,10.0
6.0,13.0
7.0,9.0
6.0,8.0
5.0,7.0
7.0,6.0
9.0,8.0
2.0,9.0
9.0,5.0
6.0,9.0
5.0,7.0
6.0,7.0
4.0,7.0
7.0,6.0
11.0,7.0
1.0,11.0
4.0,5.0
2.0,5.0
2.0,4.0
5.0,3.0
4.0,5.0
2.0,5.0
0.0,4.0
5.0,2.0
10.0,5.0
10.0,9.0
7.0,10.0
7.0,9.0
10.0,8.0
8.0,10.0
27.0,9.0
22.0,22.0
25.0,23.0
30.0,26.0
28.0,30.0
32.0,29.0
30.0,32.0
39.0,31.0
44.0,37.0
55.0,42.0
31.0,52.0
50.0,38.0
56.0,48.0
85.0,53.0
65.0,75.0
58.0,68.0
47.0,63.0
61.0,52.0
37.0,58.0
43.0,43.0
50.0,43.0
53.0,48.0
55.0,51.0
47.0,55.0
40.0,50.0
46.0,43.0
42.0,46.0
36.0,43.0
43.0,39.0
27.0,42.0
30.0,32.0
38.0,31.0
35.0,36.0
49.0,35.0
41.0,46.0
38.0,43.0
36.0,41.0
40.0,38.0
32.0,40.0
29.0,35.0
29.0,31.0
33.0,30.0
42.0,33.0
36.0,40.0
43.0,38.0
32.0,42.0
30.0,35.0
46.0,32.0
45.0,42.0
36.0,44.0
51.0,39.0
52.0,48.0
44.0,51.0
54.0,47.0
47.0,52.0
37.0,48.0
45.0,41.0
43.0,44.0
34.0,43.0
45.0,37.0
25.0,43.0
49.0,30.0
48.0,44.0
40.0,47.0
47.0,43.0
53.0,46.0
50.0,51.0
67.0,50.0
68.0,63.0
62.0,67.0
64.0,64.0
74.0,65.0
74.0,71.0
69.0,73.0
79.0,71.0
74.0,76.0
71.0,75.0
73.0,73.0
56.0,73.0
59.0,61.0
59.0,60.0
49.0,59.0
57.0,52.0
72.0,56.0
57.0,67.0
50.0,60.0
61.0,54.0
54.0,59.0
35.0,55.0
38.0,41.0
61.0,40.0
56.0,54.0
55.0,55.0
49.0,56.0
57.0,52.0
43.0,56.0
50.0,47.0
51.0,50.0
35.0,50.0
35.0,40.0
44.0,37.0
36.0,42.0
30.0,38.0
31.0,33.0
26.0,32.0
19.0,28.0
20.0,22.0
29.0,21.0
24.0,27.0
21.0,25.0
9.0,24.0
20.0,14.0
11.0,19.0
5.0,14.0
7.0,8.0
4.0,8.0
8.0,6.0
8.0,8.0
7.0,9.0
6.0,8.0
6.0,7.0
10.0,8.0
3.0,10.0
4.0,6.0
6.0,5.0
4.0,6.0
2.0,5.0
5.0,4.0
6.0,5.0
8.0,6.0
7.0,8.0
6.0,8.0
7.0,7.0
7.0,8.0
3.0,8.0
6.0,6.0
5.0,7.0
2.0,6.0
7.0,4.0
8.0,7.0
6.0,8.0
12.0,7.0
15.0,11.0
9.0,15.0
22.0,11.0
16.0,20.0
38.0,18.0
32.0,33.0
37.0,33.0
28.0,37.0
33.0,31.0
39.0,33.0
39.0,38.0
46.0,39.0
48.0,45.0
50.0,47.0
60.0,50.0
62.0,57.0
62.0,61.0
59.0,62.0
43.0,60.0
53.0,49.0
49.0,52.0
53.0,50.0
53.0,53.0
47.0,53.0
56.0,49.0
33.0,54.0
38.0,39.0
43.0,39.0
51.0,42.0
39.0,49.0
36.0,42.0
47.0,39.0
37.0,44.0
33.0,39.0
31.0,36.0
32.0,33.0
49.0,33.0
60.0,44.0
39.0,56.0
41.0,45.0
49.0,43.0
52.0,47.0
44.0,50.0
37.0,47.0
50.0,41.0
46.0,47.0
50.0,47.0
46.0,50.0
35.0,48.0
42.0,39.0
38.0,42.0
44.0,39.0
65.0,43.0
69.0,58.0
52.0,66.0
50.0,57.0
54.0,53.0
45.0,53.0
49.0,47.0
33.0,49.0
42.0,38.0
40.0,41.0
49.0,40.0
61.0,47.0
55.0,57.0
50.0,56.0
56.0,53.0
61.0,55.0
49.0,59.0
60.0,53.0
56.0,58.0
77.0,56.0
65.0,71.0
63.0,67.0
77.0,65.0
83.0,74.0
80.0,80.0
76.0,80.0
73.0,78.0
72.0,75.0
74.0,73.0
62.0,73.0
50.0,65.0
62.0,55.0
64.0,60.0
70.0,62.0
58.0,68.0
65.0,62.0
65.0,64.0
54.0,65.0
63.0,57.0
59.0,61.0
50.0,60.0
60.0,53.0
49.0,58.0
45.0,52.0
62.0,48.0
58.0,58.0
47.0,58.0
52.0,51.0
40.0,52.0
45.0,43.0
45.0,45.0
32.0,45.0
38.0,36.0
32.0,38.0
24.0,34.0
15.0,28.0
36.0,19.0
26.0,31.0
22.0,27.0
22.0,25.0
18.0,23.0
20.0,20.0
27.0,21.0
17.0,26.0
15.0,20.0
26.0,17.0
7.0,24.0
23.0,13.0
25.0,21.0
14.0,24.0
25.0,18.0
22.0,24.0
20.0,22.0
22.0,22.0
25.0,23.0
28.0,25.0
21.0,28.0
24.0,24.0
31.0,25.0
13.0,29.0
22.0,18.0
13.0,22.0
14.0,16.0
7.0,15.0
3.0,10.0
1.0,6.0
6.0,3.0
10.0,6.0
6.0,9.0
7.0,8.0
6.0,8.0
10.0,8.0
7.0,10.0
17.0,9.0
17.0,16.0
23.0,17.0
27.0,22.0
26.0,27.0
23.0,27.0
29.0,25.0
40.0,28.0
32.0,36.0
53.0,34.0
51.0,48.0
44.0,50.0
63.0,47.0
53.0,59.0
63.0,54.0
72.0,61.0
68.0,69.0
56.0,68.0
48.0,60.0
45.0,52.0
52.0,47.0
55.0,50.0
47.0,54.0
45.0,50.0
31.0,47.0
48.0,36.0
50.0,44.0
32.0,48.0
44.0,38.0
34.0,43.0
39.0,36.0
30.0,38.0
46.0,33.0
46.0,43.0
42.0,45.0
45.0,44.0
43.0,45.0
41.0,44.0
50.0,42.0
41.0,48.0
42.0,43.0
33.0,43.0
37.0,36.0
28.0,37.0
30.0,31.0
52.0,30.0
51.0,46.0
39.0,49.0
33.0,43.0
46.0,37.0
40.0,43.0
55.0,41.0
45.0,51.0
45.0,47.0
47.0,46.0
46.0,47.0
34.0,47.0
36.0,38.0
34.0,37.0
48.0,35.0
35.0,45.0
37.0,38.0
46.0,38.0
49.0,44.0
50.0,47.0
50.0,50.0
48.0,50.0
59.0,49.0
55.0,56.0
53.0,55.0
75.0,54.0
76.0,69.0
79.0,74.0
88.0,78.0
85.0,85.0
86.0,85.0
79.0,86.0
78.0,81.0
61.0,79.0
83.0,66.0
68.0,78.0
78.0,71.0
62.0,76.0
65.0,67.0
68.0,65.0
61.0,67.0
82.0,63.0
55.0,76.0
62.0,61.0
63.0,63.0
61.0,63.0
62.0,61.0
60.0,62.0
59.0,61.0
67.0,60.0
68.0,65.0
71.0,67.0
58.0,70.0
48.0,62.0
45.0,53.0
62.0,48.0
50.0,57.0
38.0,52.0
48.0,43.0
43.0,47.0
43.0,44.0
36.0,43.0
38.0,38.0
33.0,38.0
32.0,35.0
22.0,33.0
26.0,26.0
33.0,26.0
22.0,31.0
19.0,25.0
16.0,22.0
15.0,18.0
8.0,16.0
9.0,11.0
9.0,10.0
20.0,10.0
19.0,18.0
17.0,19.0
14.0,18.0
11.0,16.0
12.0,13.0
10.0,13.0
8.0,11.0
12.0,10.0
10.0,12.0
20.0,11.0
11.0,18.0
11.0,14.0
2.0,13.0
6.0,6.0
5.0,7.0
5.0,6.0
3.0,6.0
2.0,5.0
8.0,3.0
12.0,7.0
10.0,11.0
9.0,11.0
11.0,10.0
7.0,11.0
11.0,9.0
26.0,11.0
29.0,22.0
22.0,27.0
25.0,24.0
22.0,26.0
34.0,24.0
37.0,31.0
36.0,36.0
60.0,37.0
54.0,53.0
57.0,54.0
55.0,57.0
69.0,56.0
65.0,65.0
56.0,65.0
70.0,59.0
60.0,67.0
54.0,62.0
48.0,57.0
46.0,51.0
53.0,47.0
47.0,51.0
44.0,48.0
47.0,46.0
45.0,47.0
46.0,45.0
39.0,46.0
38.0,42.0
40.0,40.0
37.0,40.0
44.0,38.0
49.0,43.0
29.0,47.0
40.0,35.0
35.0,39.0
43.0,36.0
41.0,41.0
47.0,42.0
47.0,46.0
36.0,47.0
44.0,39.0
36.0,43.0
40.0,38.0
57.0,40.0
39.0,52.0
34.0,43.0
40.0,38.0
36.0,40.0
35.0,37.0
50.0,36.0
57.0,46.0
36.0,54.0
57.0,42.0
37.0,53.0
47.0,41.0
43.0,46.0
43.0,44.0
44.0,43.0
49.0,44.0
38.0,48.0
49.0,41.0
42.0,47.0
36.0,43.0
46.0,38.0
47.0,44.0
55.0,46.0
42.0,52.0
61.0,45.0
60.0,57.0
55.0,59.0
68.0,57.0
76.0,65.0
69.0,72.0
80.0,70.0
67.0,78.0
77.0,70.0
99.0,75.0
68.0,91.0
57.0,75.0
65.0,63.0
55.0,64.0
58.0,57.0
55.0,58.0
62.0,56.0
54.0,61.0
53.0,56.0
67.0,54.0
46.0,63.0
62.0,51.0
50.0,59.0
46.0,53.0
66.0,49.0
56.0,61.0
65.0,57.0
71.0,63.0
49.0,69.0
49.0,55.0
65.0,52.0
61.0,61.0
45.0,61.0
69.0,50.0
53.0,63.0
34.0,56.0
46.0,41.0
35.0,45.0
53.0,37.0
46.0,49.0
45.0,47.0
54.0,46.0
47.0,52.0
39.0,48.0
45.0,43.0
35.0,45.0
41.0,38.0
37.0,41.0
33.0,38.0
42.0,35.0
45.0,40.0
58.0,43.0
48.0,54.0
41.0,50.0
41.0,44.0
36.0,42.0
36.0,38.0
44.0,37.0
39.0,42.0
32.0,40.0
33.0,35.0
49.0,34.0
61.0,44.0
37.0,56.0
24.0,43.0
24.0,31.0
12.0,26.0
9.0,16.0
21.0,12.0
18.0,19.0
4.0,19.0
9.0,10.0
7.0,10.0
6.0,8.0
5.0,7.0
11.0,6.0
8.0,10.0
9.0,9.0
13.0,10.0
10.0,13.0
6.0,11.0
10.0,8.0
9.0,10.0
17.0,9.0
12.0,15.0
15.0,14.0
17.0,15.0
13.0,17.0
25.0,15.0
27.0,23.0
24.0,26.0
35.0,25.0
26.0,33.0
21.0,28.0
26.0,24.0
33.0,26.0
26.0,31.0
32.0,28.0
38.0,32.0
31.0,36.0
36.0,33.0
35.0,36.0
